Bed Name,Site Code,Survey Date,Survey Day,NWSC Max Ext,Survey Month,Survey Year,Acres,Temp,Temp1 Shore Edge,Temp1 Water Edge,Temp2 Shore Edge,Temp2 Water Edge,Ave Temp Shore Edge,Ave Temp Water Edge
Coffin Rocks,COFF,2021-06-09,9.0,0.0,6.0,2021.0,1.027036503768191,,9.0,10.0,,,9.0,10.0
Coffin Rocks,COFF,2021-07-07,7.0,0.0,7.0,2021.0,1.457103698574426,,10.0,,,,10.0,
Coffin Rocks,COFF,2021-08-05,5.0,1.0,8.0,2021.0,1.695370600907548,,12.0,13.0,,,12.0,13.0
Coffin Rocks,COFF,2021-09-04,4.0,0.0,9.0,2021.0,1.531878457063211,,11.0,11.5,,,11.0,11.5
Coffin Rocks,COFF,2022-06-25,25.0,0.0,6.0,2022.0,1.008997831228255,,11.11,11.1,,,11.11,11.1
Coffin Rocks,COFF,2022-07-25,25.0,0.0,7.0,2022.0,1.246718335053428,,12.22,12.22,,,12.22,12.22
Coffin Rocks,COFF,2022-08-25,25.0,1.0,8.0,2022.0,1.68424180031315,,11.67,11.67,,,11.67,11.67
Coffin Rocks,COFF,2022-09-10,10.0,0.0,9.0,2022.0,1.617699351120461,,11.67,11.11,,,11.67,11.11
Coffin Rocks,COFF,2023-06-21,21.0,0.0,6.0,2023.0,1.085299136447244,,,,,,,
Coffin Rocks,COFF,2023-07-20,20.0,0.0,7.0,2023.0,1.405451302139772,,12.2,12.2,12.8,12.8,12.5,12.5
Coffin Rocks,COFF,2023-08-15,15.0,1.0,8.0,2023.0,1.62153391465468,,11.5,11.5,11.5,11.5,11.5,11.5
Coffin Rocks,COFF,2024-06-20,20.0,0.0,6.0,2024.0,1.046606098754993,,11.1,11.1,11.7,11.1,11.399999999999999,11.1
Coffin Rocks,COFF,2024-07-19,19.0,0.0,7.0,2024.0,1.475280681848887,,12.2,12.2,12.2,12.2,12.2,12.2
Coffin Rocks,COFF,2024-08-19,19.0,0.0,8.0,2024.0,1.526096660289631,,12.8,12.2,12.8,12.8,12.8,12.5
Coffin Rocks,COFF,2024-09-16,16.0,1.0,9.0,2024.0,1.766295423807352,,11.7,11.7,11.7,11.7,11.7,11.7
Ebey's Landing,EBL,2015-06-14,14.0,0.0,6.0,2015.0,9.490753901791765,11.0,,,,,,
Ebey's Landing,EBL,2015-07-19,19.0,0.0,7.0,2015.0,14.62606278594057,13.0,,,,,,
Ebey's Landing,EBL,2015-08-15,15.0,1.0,8.0,2015.0,18.35404415624473,13.0,,,,,,
Ebey's Landing,EBL,2015-09-26,26.0,0.0,9.0,2015.0,17.88564151260583,12.0,,,,,,
Ebey's Landing,EBL,2016-06-25,25.0,0.0,6.0,2016.0,18.28230997815838,14.0,,,,,,
Ebey's Landing,EBL,2016-07-22,22.0,1.0,7.0,2016.0,20.39669887322171,12.0,,,,,,
Ebey's Landing,EBL,2016-08-19,19.0,0.0,8.0,2016.0,18.98523238943659,13.0,,,,,,
Ebey's Landing,EBL,2017-06-26,26.0,0.0,6.0,2017.0,14.04481756898816,11.0,,,,,,
Ebey's Landing,EBL,2017-07-25,25.0,0.0,7.0,2017.0,20.16135007946994,12.0,,,,,,
Ebey's Landing,EBL,2017-08-23,23.0,0.0,8.0,2017.0,20.94590291914732,13.0,,,,,,
Ebey's Landing,EBL,2017-09-16,16.0,1.0,9.0,2017.0,21.53481549546215,11.0,,,,,,
Ebey's Landing,EBL,2018-05-28,28.0,0.0,5.0,2018.0,0.301316046295713,10.0,,,,,,
Ebey's Landing,EBL,2018-07-02,2.0,0.0,7.0,2018.0,18.51342161783243,12.0,,,,,,
Ebey's Landing,EBL,2018-08-07,7.0,1.0,8.0,2018.0,21.29341252563125,12.0,,,,,,
Ebey's Landing,EBL,2019-06-21,21.0,0.0,6.0,2019.0,24.95233258370895,12.0,,11.5,,,,
Ebey's Landing,EBL,2019-07-18,18.0,0.0,7.0,2019.0,37.1811967122408,12.3,,,,,,
Ebey's Landing,EBL,2019-08-13,13.0,1.0,8.0,2019.0,41.1311539585761,13.0,,12.1,,12.7,,
Ebey's Landing,EBL,2019-09-27,27.0,0.0,9.0,2019.0,32.44704219392843,11.0,,,,,,
Ebey's Landing,EBL,2020-06-18,18.0,0.0,6.0,2020.0,17.91027129675073,,11.8,11.7,,,11.8,11.7
Ebey's Landing,EBL,2020-06-18,18.0,0.0,6.0,2020.0,16.76506601351276,,11.8,11.7,,,11.8,11.7
Ebey's Landing,EBL,2020-07-18,18.0,0.0,7.0,2020.0,32.66839930864334,,11.5,11.9,,,11.5,11.9
Ebey's Landing,EBL,2020-08-30,30.0,1.0,8.0,2020.0,39.98698199023761,,11.9,12.0,,,11.9,12.0
Ebey's Landing,EBL,2020-08-30,30.0,1.0,8.0,2020.0,41.6146203186869,,11.9,12.0,,,11.9,12.0
Ebey's Landing,EBL,2021-08-11,11.0,1.0,8.0,2021.0,37.68134113124707,,12.0,12.0,,,12.0,12.0
Ebey's Landing,EBL,2022-08-23,23.0,1.0,8.0,2022.0,38.6298168238,,11.9,12.3,12.2,12.2,12.05,12.25
Ebey's Landing,EBL,2023-08-14,14.0,1.0,8.0,2023.0,31.12262745068293,,11.8,12.2,11.7,12.2,11.8,12.2
Ebey's Landing,EBL,2024-08-20,20.0,1.0,8.0,2024.0,33.20790578632533,,11,11.2,11.8,11.4,11.4,11.3
Freshwater Bay 1,FWB,2016-07-30,30.0,0.0,7.0,2016.0,145.0896527333321,12.0,,,,,,
Freshwater Bay 1,FWB,2016-08-19,19.0,1.0,8.0,2016.0,169.6961176419129,14.0,,,,,,
Freshwater Bay 1,FWB,2017-08-20,20.0,1.0,8.0,2017.0,168.8712670368248,,,,,,,
Freshwater Bay 1,FWB,2018-07-26,26.0,0.0,7.0,2018.0,78.00622317318305,12.0,,,,,,
Freshwater Bay 1,FWB,2019-07-20,20.0,1.0,7.0,2019.0,117.8605333294098,14.0,,,,,,
Freshwater Bay 1,FWB,2020-08-19,19.0,1.0,8.0,2020.0,112.6657642355278,,,12.2,,,,12.2
Freshwater Bay 1,FWB,2021-07-27,27.0,1.0,7.0,2021.0,128.5099240583174,,,,,,,
Freshwater Bay 1,FWB,2022-07-31,31.0,1.0,7.0,2022.0,41.87291281515778,,13.89,14.44,,12.22,13.89,13.33
Freshwater Bay 1,FWB,2023-08-14,14.0,1.0,8.0,2023.0,121.9744270375003,,11.7,11.7,12.8,11.1,12.3,11.4
Freshwater Bay 1,FWB,2024-08-22,22.0,1.0,8.0,2024.0,145.5984661335354,,10,10,9.8,9,9.9,9.5
Freshwater Bay 2,FWBO,2016-07-02,2.0,1.0,7.0,2016.0,0.7064909636655914,13.0,,,,,,
Freshwater Bay 2,FWBO,2017-09-17,17.0,1.0,9.0,2017.0,0.9294016245326814,10.0,,,,,,
Freshwater Bay 2,FWBO,2018-08-10,10.0,1.0,8.0,2018.0,1.436844705113017,13.0,,,,,,
Freshwater Bay 2,FWBO,2019-07-18,18.0,1.0,7.0,2019.0,0.9695576024992156,15.0,,,,,,
Freshwater Bay 2,FWBO,2020-08-19,19.0,1.0,8.0,2020.0,0.6359436258892753,,11.1,,,,11.1,
Freshwater Bay 2,FWBO,2021-09-07,7.0,1.0,9.0,2021.0,0.9323118794825621,,10.0,11.11,,,10.0,11.11
Freshwater Bay 2,FWBO,2022-07-31,31.0,1.0,7.0,2022.0,0.7826335311440108,,16.67,15.0,,,16.67,15.0
Freshwater Bay 2,FWBO,2023-08-31,31.0,1.0,8.0,2023.0,0.5865375216454825,,13.3,11.1,12.2,11.1,12.8,11.1
Freshwater Bay 2,FWBO,2024-09-01,1.0,1.0,9.0,2024.0,1.357187289827875,,,10,9.8,10.5,9.8,10.25
Hat Island,HAT-S,2017-08-24,24.0,1.0,8.0,2017.0,27.03951246306165,15.0,,,,,,
Hat Island,HAT-S,2018-08-13,13.0,1.0,8.0,2018.0,32.96851548224522,,,,,,,
Hat Island,HAT-S,2019-08-12,12.0,1.0,8.0,2019.0,40.19816177668257,15.0,,,,,,
Hat Island,HAT-S,2020-08-17,17.0,1.0,8.0,2020.0,15.41762739558396,,16.0,16.0,,,16.0,16.0
Hat Island,HAT-S,2021-08-10,10.0,1.0,8.0,2021.0,27.21370851983236,18.0,,,,,,
Hat Island,HAT-S,2022-08-11,11.0,1.0,8.0,2022.0,14.19504801463806,,18.0,18.0,,,18.0,18.0
Hat Island,HAT-S,2023-08-14,14.0,1.0,8.0,2023.0,38.93304023872739,,15.2,15.2,,,15.2,15.2
Hat Island,HAT-S,2024-07-08,8.0,0.0,7.0,2024.0,30.61459204974364,,18.9,18.9,18.9,18.9,18.9,18.9
Hat Island,HAT-S,2024-08-05,5.0,0.0,8.0,2024.0,46.11502993048735,,16,16,16,16,16.0,16.0
Hat Island,HAT-S,2024-09-16,16.0,1.0,9.0,2024.0,60.45122855173041,,14,14,14,14,14.0,14.0
Hoypus Point,HOYP,2016-07-19,19.0,0.0,7.0,2016.0,4.042001049829784,14.0,,,,,,
Hoypus Point,HOYP,2016-07-22,22.0,0.0,7.0,2016.0,1.134139986242436,12.0,,,,,,
Hoypus Point,HOYP,2016-08-19,19.0,1.0,8.0,2016.0,3.712156321615214,14.0,,,,,,
Hoypus Point,HOYP,2016-09-14,14.0,0.0,9.0,2016.0,3.393510060818586,13.0,,,,,,
Hoypus Point,HOYP,2017-06-25,25.0,0.0,6.0,2017.0,1.097826531993957,9.0,,,,,,
Hoypus Point,HOYP,2017-07-25,25.0,1.0,7.0,2017.0,3.605777746551023,10.0,,,,,,
Hoypus Point,HOYP,2018-07-17,17.0,0.0,7.0,2018.0,4.852531264771921,,,,,,,
Hoypus Point,HOYP,2018-07-17,17.0,0.0,7.0,2018.0,4.501536179676943,,,,,,,
Hoypus Point,HOYP,2018-07-17,17.0,0.0,7.0,2018.0,2.96876654840616,13.0,,,,,,
Hoypus Point,HOYP,2018-08-14,14.0,0.0,8.0,2018.0,7.488670051442669,13.0,,,,,,
Hoypus Point,HOYP,2018-08-14,14.0,0.0,8.0,2018.0,5.703137798367451,,,,,,,
Hoypus Point,HOYP,2018-08-14,14.0,0.0,8.0,2018.0,7.376734078016444,,,,,,,
Hoypus Point,HOYP,2021-06-07,7.0,0.0,6.0,2021.0,1.55124482559934,,11.0,11.0,,,11.0,11.0
Hoypus Point,HOYP,2021-07-14,7.0,0.0,14.0,2021.0,,,14.4,13.3,,,14.4,13.3
Hoypus Point,HOYP,2021-08-11,11.0,0.0,8.0,2021.0,2.108597383375716,,16.5,15.0,,,16.5,15.0
Hoypus Point,HOYP,2021-09-06,6.0,1.0,9.0,2021.0,2.128078204958165,,16.0,14.0,,,16.0,14.0
Hoypus Point,HOYP,2022-07-18,18.0,1.0,7.0,2022.0,3.944428003098682,,13.0,12.8,13.1,13.2,13.05,13.0
Hoypus Point,HOYP,2023-06-22,22.0,0.0,6.0,2023.0,1.991680681879424,,14.1,13.2,14.3,12.6,14.2,12.9
Hoypus Point,HOYP,2023-07-20,20.0,0.0,7.0,2023.0,2.761130139521437,,13.0,12.6,13.9,12.7,13.5,12.7
Hoypus Point,HOYP,2023-08-15,15.0,1.0,8.0,2023.0,3.468347116364568,,14.5,13.9,14.8,13.4,14.7,13.7
Hoypus Point,HOYP,2023-09-28,28.0,0.0,9.0,2023.0,2.464258583332052,,12.5,12.3,12.5,12.4,12.5,12.4
Hoypus Point,HOYP,2024-06-19,19.0,0.0,6.0,2024.0,2.622417930608214,,11.8,12,11.8,11.8,11.8,11.9
Hoypus Point,HOYP,2024-07-18,18.0,0.0,7.0,2024.0,2.374159303133132,,12.2,11.9,12.2,12.2,12.2,12.05
Hoypus Point,HOYP,2024-08-16,16.0,1.0,8.0,2024.0,3.40628028058965,,12.8,13,12.8,12.7,12.8,12.85
Hoypus Point,HOYP,2024-09-16,16.0,0.0,9.0,2024.0,2.499621148832651,,12.2,12.1,12.3,12.1,12.25,12.1
Lowell,LWLP,2016-07-23,23.0,0.0,7.0,2016.0,12.80154519424263,17.0,,,,,,
Lowell,LWLP,2016-08-19,19.0,0.0,8.0,2016.0,14.93488097965037,16.0,,,,,,
Lowell,LWLP,2016-09-16,16.0,1.0,9.0,2016.0,18.08136481420673,14.0,,,,,,
Lowell,LWLP,2017-07-26,26.0,0.0,7.0,2017.0,3.879937671671368,14.0,,,,,,
Lowell,LWLP,2017-08-23,23.0,1.0,8.0,2017.0,13.88255765633269,,,,,,,
Lowell,LWLP,2020-08-22,22.0,1.0,8.0,2020.0,5.854933089178628,,14.3,13.9,,,14.3,13.9
Lowell,LWLP,2020-08-22,22.0,0.0,8.0,2020.0,4.915611123399522,,14.3,13.9,,,14.3,13.9
Lowell,LWLP,2020-09-16,16.0,0.0,9.0,2020.0,5.17373996537214,,14.0,14.0,,,14.0,14.0
Lowell,LWLP,2021-07-14,14.0,0.0,7.0,2021.0,13.32867539243506,,16.4,15.8,,,16.4,15.8
Lowell,LWLP,2021-08-11,11.0,0.0,8.0,2021.0,18.85643298296679,,17.78,16.11,,,17.78,16.11
Lowell,LWLP,2021-09-19,19.0,1.0,9.0,2021.0,22.81184584460217,,14.4,12.7,,,14.4,12.7
Lowell,LWLP,2022-08-12,12.0,1.0,8.0,2022.0,10.88491482020194,,17.8,17.8,,,17.8,17.8
Lowell,LWLP,2023-06-20,20.0,0.0,6.0,2023.0,1.001324094733645,,13.9,13.9,13.9,13.9,13.9,13.9
Lowell,LWLP,2023-07-16,16.0,0.0,7.0,2023.0,4.359026765434055,,16.5,15.5,15.7,15.7,15.8,15.7
Lowell,LWLP,2023-08-15,15.0,1.0,8.0,2023.0,19.73894685987086,,21.3,18.1,18.4,21.0,19.9,19.6
Lowell,LWLP,2024-06-19,19.0,0.0,6.0,2024.0,3.175803932283598,,20.4 & 16.2,14.3 & 14.5,20.4 & 15.4,14.8 & 13.5,18.099999999999998,14.275
Lowell,LWLP,2024-07-18,18.0,0.0,7.0,2024.0,19.40551025520972,,17.4,16.9,17.1,17.2,17.25,17.049999999999997
Lowell,LWLP,2024-08-30,30.0,0.0,8.0,2024.0,24.16618283264964,,16.4,15.6,17,16.5,16.7,16.05
Lowell,LWLP,2024-09-15,15.0,1.0,9.0,2024.0,24.88908266453962,,13.3,13.5,13.3,13.9,13.3,13.7
Lummi SW,LMMI-SW,2016-07-30,30.0,0.0,7.0,2016.0,2.616614479392366,16.0,,,,,,
Lummi SW,LMMI-SW,2017-08-05,5.0,1.0,8.0,2017.0,2.562993343337811,,,,,,,
Lummi SW,LMMI-SW,2018-08-11,11.0,1.0,8.0,2018.0,3.050642071585538,13.0,,,,,,
Lummi SW,LMMI-SW,2019-08-02,2.0,1.0,8.0,2019.0,2.198209339841837,16.0,,,,,,
Lummi SW,LMMI-SW,2020-08-16,16.0,1.0,8.0,2020.0,1.94175264212293,,16.7,16.7,16.7,16.7,16.7,16.7
Lummi SW,LMMI-SW,2021-08-09,9.0,1.0,8.0,2021.0,2.964306474271297,,15.0,14.44,15.0,14.44,15.0,14.44
Lummi SW,LMMI-SW,2022-08-13,13.0,1.0,8.0,2022.0,2.660643449027656,,12.78,12.22,12.78,12.22,12.78,12.22
Lummi SW,LMMI-SW,2023-07-31,31.0,1.0,7.0,2023.0,2.536696174500444,,12.2,11.7,11.7,11.7,12.0,11.7
Lummi SW,LMMI-SW,2024-08-17,17.0,1.0,8.0,2024.0,3.480672814814636,,12.8,12.8,12.8,12.8,12.8,12.8
North Beach East,NB-E,2015-09-12,12.0,0.0,9.0,2015.0,2.422551357438459,,,,,,,
North Beach East,NB-E,2016-07-01,1.0,0.0,7.0,2016.0,10.56041447748284,12.0,,,,,,
North Beach East,NB-E,2016-07-01,1.0,0.0,7.0,2016.0,12.81357109156979,12.0,,,,,,
North Beach East,NB-E,2016-07-11,11.0,0.0,7.0,2016.0,9.203084873904546,,,,,,,
North Beach East,NB-E,2016-07-11,11.0,0.0,7.0,2016.0,14.15154869773814,13.0,,,,,,
North Beach East,NB-E,2016-07-11,11.0,0.0,7.0,2016.0,9.251265551734518,13.0,,,,,,
North Beach East,NB-E,2016-08-02,2.0,0.0,8.0,2016.0,21.60376011900929,15.0,,,,,,
North Beach East,NB-E,2016-08-19,19.0,0.0,8.0,2016.0,20.32907228906175,13.0,,,,,,
North Beach East,NB-E,2016-08-25,25.0,0.0,8.0,2016.0,18.92360798442222,13.0,,,,,,
North Beach East,NB-E,2016-09-20,20.0,0.0,9.0,2016.0,19.67446520268424,13.0,,,,,,
North Beach East,NB-E,2016-09-22,22.0,1.0,9.0,2016.0,22.09111567324684,13.0,,,,,,
North Beach East,NB-E,2017-06-24,24.0,0.0,6.0,2017.0,10.86725378659815,10.0,,,,,,
North Beach East,NB-E,2017-07-22,22.0,1.0,7.0,2017.0,18.51531655105461,11.0,,,,,,
North Beach East,NB-E,2017-09-04,4.0,0.0,9.0,2017.0,16.55596167476143,,,,,,,
North Beach East,NB-E,2018-06-23,23.0,0.0,6.0,2018.0,3.812296469706304,11.0,,,,,,
North Beach East,NB-E,2018-07-28,28.0,0.0,7.0,2018.0,6.033420753978135,11.0,,,,,,
North Beach East,NB-E,2018-08-25,25.0,1.0,8.0,2018.0,9.329158651029495,,,,,,,
North Beach East,NB-E,2019-06-29,29.0,0.0,6.0,2019.0,1.059513911457642,12.0,11.5,11.6,,,,
North Beach East,NB-E,2019-07-27,27.0,0.0,7.0,2019.0,9.782073035890486,12.0,,,,,,
North Beach East,NB-E,2019-09-02,2.0,1.0,9.0,2019.0,11.85094286269241,13.0,,,,,,
North Beach East,NB-E,2020-06-20,20.0,0.0,6.0,2020.0,6.096244445604825,,11.5,10.0,,,11.5,10.0
North Beach East,NB-E,2020-07-18,18.0,0.0,7.0,2020.0,13.04847052352668,,15.0,13.0,15.5,13.0,15.25,13.0
North Beach East,NB-E,2020-08-26,26.0,1.0,8.0,2020.0,14.85305392168495,,14.0,14.0,,,14.0,14.0
North Beach East,NB-E,2021-06-22,22.0,0.0,6.0,2021.0,18.30865244881905,,,10.6,,,,10.6
North Beach East,NB-E,2021-07-23,23.0,0.0,7.0,2021.0,20.49386533184265,,,11.2,,,,11.2
North Beach East,NB-E,2021-08-20,20.0,1.0,8.0,2021.0,25.57907831201522,,12.1,,,,12.1,
North Beach East,NB-E,2022-06-25,25.0,0.0,6.0,2022.0,6.122088705623147,,11.7,10.7,11.1,11.2,11.399999999999999,10.95
North Beach East,NB-E,2022-07-27,27.0,0.0,7.0,2022.0,16.58503982928152,,12.0,11.1,11.1,11.3,11.55,11.2
North Beach East,NB-E,2022-08-27,27.0,1.0,8.0,2022.0,19.14541036077254,,11.8,11.5,11.5,11.6,11.65,11.55
North Beach East,NB-E,2023-07-15,15.0,0.0,7.0,2023.0,13.82324599959217,,7.6,11.5,12.1,11.5,9.9,11.5
North Beach East,NB-E,2023-08-12,12.0,1.0,8.0,2023.0,18.18814590240919,,11.8,11.8,12.3,11.8,12.0,11.8
